 acc_segments acc_ssd gyro_segments gyro_ssd
15.650000 0 0.030877 0 0.075364
15.700000 0 0.030877 0 0.075364
15.750000 0 0.030877 0 0.075364
15.800000 0 0.030877 0 0.075364
15.850000 0 0.030877 0 0.075364
15.900000 0 0.030877 0 0.075364
15.950000 0 0.030877 0 0.075364
16.000000 0 0.047357 0 0.043552
16.049999 0 0.047357 0 0.043552
16.100000 0 0.047357 0 0.043552
16.150000 0 0.047357 0 0.043552
16.200001 0 0.047357 0 0.043552
16.250000 0 0.047357 0 0.043552
16.299999 0 0.047357 0 0.043552
16.350000 0 0.047357 0 0.043552
16.400000 0 0.047357 0 0.043552
16.450001 0 0.047357 0 0.043552
16.500000 0 0.047357 0 0.043552
16.549999 1 0.002352 1 0.007152
16.600000 1 0.002352 1 0.007152
16.650000 1 0.002352 1 0.007152
16.700001 1 0.002352 1 0.007152
16.750000 1 0.002352 1 0.007152
16.799999 1 0.002352 1 0.007152
16.850000 1 0.002352 1 0.007152
16.900000 1 0.002352 1 0.007152
16.950001 1 0.002352 1 0.007152
17.000000 1 0.002352 1 0.007152
17.049999 1 0.002352 1 0.007152
17.100000 1 0.002242 1 0.005124
17.150000 1 0.002242 1 0.005124
17.200001 1 0.002242 1 0.005124
17.250000 1 0.002242 1 0.005124
17.299999 1 0.002242 1 0.005124
17.350000 1 0.002242 1 0.005124
17.400000 1 0.002242 1 0.005124
17.450001 1 0.002242 1 0.005124
17.500000 1 0.002242 1 0.005124
17.549999 1 0.002242 1 0.005124
17.600000 1 0.002242 1 0.005124
17.650000 1 0.002546 1 0.008183
17.700001 1 0.002546 1 0.008183
17.750000 1 0.002546 1 0.008183
17.799999 1 0.002546 1 0.008183
17.850000 1 0.002546 1 0.008183
17.900000 1 0.002546 1 0.008183
17.950001 1 0.002546 1 0.008183
18.000000 1 0.002546 1 0.008183
18.049999 1 0.002546 1 0.008183
18.100000 1 0.002546 1 0.008183
18.150000 1 0.002546 1 0.008183
18.200001 1 0.002384 1 0.005760
18.250000 1 0.002384 1 0.005760
18.299999 1 0.002384 1 0.005760
18.350000 1 0.002384 1 0.005760
18.400000 1 0.002384 1 0.005760
18.450001 1 0.002384 1 0.005760
18.500000 1 0.002384 1 0.005760
18.549999 1 0.002384 1 0.005760
18.600000 1 0.002384 1 0.005760
18.650000 1 0.002384 1 0.005760
18.700001 1 0.002384 1 0.005760
18.750000 0 0.016312 0 0.035510
18.799999 0 0.016312 0 0.035510
18.850000 0 0.016312 0 0.035510
18.900000 0 0.016312 0 0.035510
18.950001 0 0.016312 0 0.035510
19.000000 0 0.016312 0 0.035510
19.049999 0 0.016312 0 0.035510
19.100000 0 0.016312 0 0.035510
19.150000 0 0.016312 0 0.035510
19.200001 0 0.016312 0 0.035510
19.250000 0 0.016312 0 0.035510
19.299999 0 0.113050 0 0.390670
19.350000 0 0.113050 0 0.390670
19.400000 0 0.113050 0 0.390670
19.450001 0 0.113050 0 0.390670
19.500000 0 0.113050 0 0.390670
19.549999 0 0.113050 0 0.390670
19.600000 0 0.113050 0 0.390670
19.650000 0 0.113050 0 0.390670
19.700001 0 0.113050 0 0.390670
19.750000 0 0.113050 0 0.390670
19.799999 0 0.113050 0 0.390670
19.850000 0 0.148700 0 0.536161
19.900000 0 0.148700 0 0.536161
19.950001 0 0.148700 0 0.536161
20.000000 0 0.148700 0 0.536161
20.049999 0 0.148700 0 0.536161
20.100000 0 0.148700 0 0.536161
20.150000 0 0.148700 0 0.536161
20.200001 0 0.148700 0 0.536161
20.250000 0 0.148700 0 0.536161
20.299999 0 0.148700 0 0.536161
20.350000 0 0.148700 0 0.536161
20.400000 0 0.024834 0 0.087001
20.450001 0 0.024834 0 0.087001
20.500000 0 0.024834 0 0.087001
20.549999 0 0.024834 0 0.087001
20.600000 0 0.024834 0 0.087001
20.650000 0 0.024834 0 0.087001
20.700001 0 0.024834 0 0.087001
20.750000 0 0.024834 0 0.087001
20.799999 0 0.024834 0 0.087001
20.850000 0 0.024834 0 0.087001
20.900000 0 0.024834 0 0.087001
20.950001 0 0.014796 0 0.041489
21.000000 0 0.014796 0 0.041489
21.049999 0 0.014796 0 0.041489
21.100000 0 0.014796 0 0.041489
21.150000 0 0.014796 0 0.041489
21.200001 0 0.014796 0 0.041489
21.250000 0 0.014796 0 0.041489
21.299999 0 0.014796 0 0.041489
21.350000 0 0.014796 0 0.041489
21.400000 0 0.014796 0 0.041489
21.450001 0 0.014796 0 0.041489
21.500000 0 0.009655 0 0.025651
21.549999 0 0.009655 0 0.025651
21.600000 0 0.009655 0 0.025651
21.650000 0 0.009655 0 0.025651
21.700001 0 0.009655 0 0.025651
21.750000 0 0.009655 0 0.025651
21.799999 0 0.009655 0 0.025651
21.850000 0 0.009655 0 0.025651
21.900000 0 0.009655 0 0.025651
21.950001 0 0.009655 0 0.025651
22.000000 0 0.009655 0 0.025651
22.049999 0 0.011937 0 0.035454
22.100000 0 0.011937 0 0.035454
22.150000 0 0.011937 0 0.035454
22.200001 0 0.011937 0 0.035454
22.250000 0 0.011937 0 0.035454
22.299999 0 0.011937 0 0.035454
22.350000 0 0.011937 0 0.035454
22.400000 0 0.011937 0 0.035454
22.450001 0 0.011937 0 0.035454
22.500000 0 0.011937 0 0.035454
22.549999 0 0.011937 0 0.035454
22.600000 0 0.081877 0 0.185975
22.650000 0 0.081877 0 0.185975
22.700001 0 0.081877 0 0.185975
22.750000 0 0.081877 0 0.185975
22.799999 0 0.081877 0 0.185975
22.850000 0 0.081877 0 0.185975
22.900000 0 0.081877 0 0.185975
22.950001 0 0.081877 0 0.185975
23.000000 0 0.081877 0 0.185975
23.049999 0 0.081877 0 0.185975
23.100000 0 0.081877 0 0.185975
23.150000 0 0.065432 0 0.364711
23.200001 0 0.065432 0 0.364711
23.250000 0 0.065432 0 0.364711
23.299999 0 0.065432 0 0.364711
23.350000 0 0.065432 0 0.364711
23.400000 0 0.065432 0 0.364711
23.450001 0 0.065432 0 0.364711
23.500000 0 0.065432 0 0.364711
23.549999 0 0.065432 0 0.364711
23.600000 0 0.065432 0 0.364711
23.650000 0 0.065432 0 0.364711
23.700001 0 0.047319 0 0.162534
23.750000 0 0.047319 0 0.162534
23.799999 0 0.047319 0 0.162534
23.850000 0 0.047319 0 0.162534
23.900000 0 0.047319 0 0.162534
23.950001 0 0.047319 0 0.162534
24.000000 0 0.047319 0 0.162534
24.049999 0 0.047319 0 0.162534
24.100000 0 0.047319 0 0.162534
24.150000 0 0.047319 0 0.162534
24.200001 0 0.047319 0 0.162534
24.250000 0 0.052062 0 0.112642
24.299999 0 0.052062 0 0.112642
24.350000 0 0.052062 0 0.112642
24.400000 0 0.052062 0 0.112642
24.450001 0 0.052062 0 0.112642
24.500000 0 0.052062 0 0.112642
24.549999 0 0.052062 0 0.112642
24.600000 0 0.052062 0 0.112642
24.650000 0 0.052062 0 0.112642
24.700001 0 0.052062 0 0.112642
24.750000 0 0.052062 0 0.112642
24.799999 1 0.004152 1 0.012602
24.850000 1 0.004152 1 0.012602
24.900000 1 0.004152 1 0.012602
24.950001 1 0.004152 1 0.012602
25.000000 1 0.004152 1 0.012602
25.049999 1 0.004152 1 0.012602
25.100000 1 0.004152 1 0.012602
25.150000 1 0.004152 1 0.012602
25.200001 1 0.004152 1 0.012602
25.250000 1 0.004152 1 0.012602
25.299999 1 0.004152 1 0.012602
25.350000 1 0.001733 1 0.005923
25.400000 1 0.001733 1 0.005923
25.450001 1 0.001733 1 0.005923
25.500000 1 0.001733 1 0.005923
25.549999 1 0.001733 1 0.005923
25.600000 1 0.001733 1 0.005923
25.650000 1 0.001733 1 0.005923
25.700001 1 0.001733 1 0.005923
25.750000 1 0.001733 1 0.005923
25.799999 1 0.001733 1 0.005923
25.850000 1 0.001733 1 0.005923
25.900000 1 0.002120 1 0.005840
25.950001 1 0.002120 1 0.005840
26.000000 1 0.002120 1 0.005840
26.049999 1 0.002120 1 0.005840
26.100000 1 0.002120 1 0.005840
26.150000 1 0.002120 1 0.005840
26.200001 1 0.002120 1 0.005840
26.250000 1 0.002120 1 0.005840
26.299999 1 0.002120 1 0.005840
26.350000 1 0.002120 1 0.005840
26.400000 1 0.002120 1 0.005840
26.450001 1 0.003694 1 0.008628
26.500000 1 0.003694 1 0.008628
26.549999 1 0.003694 1 0.008628
26.600000 1 0.003694 1 0.008628
26.650000 1 0.003694 1 0.008628
26.700001 1 0.003694 1 0.008628
26.750000 1 0.003694 1 0.008628
26.799999 1 0.003694 1 0.008628
26.850000 1 0.003694 1 0.008628
26.900000 1 0.003694 1 0.008628
26.950001 1 0.003694 1 0.008628
27.000000 1 0.001922 1 0.005439
27.049999 1 0.001922 1 0.005439
27.100000 1 0.001922 1 0.005439
27.150000 1 0.001922 1 0.005439
27.200001 1 0.001922 1 0.005439
27.250000 1 0.001922 1 0.005439
27.299999 1 0.001922 1 0.005439
27.350000 1 0.001922 1 0.005439
27.400000 1 0.001922 1 0.005439
27.450001 1 0.001922 1 0.005439
27.500000 1 0.001922 1 0.005439
27.549999 1 0.001339 1 0.005232
27.600000 1 0.001339 1 0.005232
27.650000 1 0.001339 1 0.005232
27.700001 1 0.001339 1 0.005232
27.750000 1 0.001339 1 0.005232
27.799999 1 0.001339 1 0.005232
27.850000 1 0.001339 1 0.005232
27.900000 1 0.001339 1 0.005232
27.950001 1 0.001339 1 0.005232
28.000000 1 0.001339 1 0.005232
28.049999 1 0.001339 1 0.005232
28.100000 1 0.001909 1 0.005332
28.150000 1 0.001909 1 0.005332
28.200001 1 0.001909 1 0.005332
28.250000 1 0.001909 1 0.005332
28.299999 1 0.001909 1 0.005332
28.350000 1 0.001909 1 0.005332
28.400000 1 0.001909 1 0.005332
28.450001 1 0.001909 1 0.005332
28.500000 1 0.001909 1 0.005332
28.549999 1 0.001909 1 0.005332
28.600000 1 0.001909 1 0.005332
28.650000 1 0.002585 1 0.007845
28.700001 1 0.002585 1 0.007845
28.750000 1 0.002585 1 0.007845
28.799999 1 0.002585 1 0.007845
28.850000 1 0.002585 1 0.007845
28.900000 1 0.002585 1 0.007845
28.950001 1 0.002585 1 0.007845
29.000000 1 0.002585 1 0.007845
29.049999 1 0.002585 1 0.007845
29.100000 1 0.002585 1 0.007845
29.150000 1 0.002585 1 0.007845
29.200001 1 0.001558 1 0.005806
29.250000 1 0.001558 1 0.005806
29.299999 1 0.001558 1 0.005806
29.350000 1 0.001558 1 0.005806
29.400000 1 0.001558 1 0.005806
29.450001 1 0.001558 1 0.005806
29.500000 1 0.001558 1 0.005806
29.549999 1 0.001558 1 0.005806
29.600000 1 0.001558 1 0.005806
29.650000 1 0.001558 1 0.005806
29.700001 1 0.001558 1 0.005806
29.750000 1 0.002280 1 0.006894
29.799999 1 0.002280 1 0.006894
29.850000 1 0.002280 1 0.006894
29.900000 1 0.002280 1 0.006894
29.950001 1 0.002280 1 0.006894
30.000000 1 0.002280 1 0.006894
30.049999 1 0.002280 1 0.006894
30.100000 1 0.002280 1 0.006894
30.150000 1 0.002280 1 0.006894
30.200001 1 0.002280 1 0.006894
30.250000 1 0.002280 1 0.006894
30.299999 1 0.002174 1 0.007248
30.350000 1 0.002174 1 0.007248
30.400000 1 0.002174 1 0.007248
30.450001 1 0.002174 1 0.007248
30.500000 1 0.002174 1 0.007248
30.549999 1 0.002174 1 0.007248
30.600000 1 0.002174 1 0.007248
30.650000 1 0.002174 1 0.007248
30.700001 1 0.002174 1 0.007248
30.750000 1 0.002174 1 0.007248
30.799999 1 0.002174 1 0.007248
30.850000 0 0.008880 0 0.032091
30.900000 0 0.008880 0 0.032091
30.950001 0 0.008880 0 0.032091
31.000000 0 0.008880 0 0.032091
31.049999 0 0.008880 0 0.032091
31.100000 0 0.008880 0 0.032091
31.150000 0 0.008880 0 0.032091
31.200001 0 0.008880 0 0.032091
31.250000 0 0.008880 0 0.032091
31.299999 0 0.008880 0 0.032091
31.350000 0 0.008880 0 0.032091
31.400000 0 0.030583 0 0.345623
31.450001 0 0.030583 0 0.345623
31.500000 0 0.030583 0 0.345623
31.549999 0 0.030583 0 0.345623
31.600000 0 0.030583 0 0.345623
31.650000 0 0.030583 0 0.345623
31.700001 0 0.030583 0 0.345623
31.750000 0 0.030583 0 0.345623
31.799999 0 0.030583 0 0.345623
31.850000 0 0.030583 0 0.345623
31.900000 0 0.030583 0 0.345623
31.950001 0 0.045282 0 0.171407
32.000000 0 0.045282 0 0.171407
32.049999 0 0.045282 0 0.171407
32.099998 0 0.045282 0 0.171407
32.150002 0 0.045282 0 0.171407
32.200001 0 0.045282 0 0.171407
32.250000 0 0.045282 0 0.171407
32.299999 0 0.045282 0 0.171407
32.349998 0 0.045282 0 0.171407
32.400002 0 0.045282 0 0.171407
32.450001 0 0.045282 0 0.171407
32.500000 0 0.025003 0 0.162815
32.549999 0 0.025003 0 0.162815
32.599998 0 0.025003 0 0.162815
32.650002 0 0.025003 0 0.162815
32.700001 0 0.025003 0 0.162815
32.750000 0 0.025003 0 0.162815
32.799999 0 0.025003 0 0.162815
32.849998 0 0.025003 0 0.162815
32.900002 0 0.025003 0 0.162815
32.950001 0 0.025003 0 0.162815
33.000000 0 0.025003 0 0.162815
33.049999 0 0.018122 0 0.173118
33.099998 0 0.018122 0 0.173118
33.150002 0 0.018122 0 0.173118
33.200001 0 0.018122 0 0.173118
33.250000 0 0.018122 0 0.173118
33.299999 0 0.018122 0 0.173118
33.349998 0 0.018122 0 0.173118
33.400002 0 0.018122 0 0.173118
33.450001 0 0.018122 0 0.173118
33.500000 0 0.018122 0 0.173118
33.549999 0 0.018122 0 0.173118
33.599998 0 0.011974 0 0.022818
33.650002 0 0.011974 0 0.022818
33.700001 0 0.011974 0 0.022818
33.750000 0 0.011974 0 0.022818
33.799999 0 0.011974 0 0.022818
33.849998 0 0.011974 0 0.022818
33.900002 0 0.011974 0 0.022818
33.950001 0 0.011974 0 0.022818
34.000000 0 0.011974 0 0.022818
34.049999 0 0.011974 0 0.022818
34.099998 0 0.011974 0 0.022818
34.150002 1 0.002556 1 0.003992
34.200001 1 0.002556 1 0.003992
34.250000 1 0.002556 1 0.003992
34.299999 1 0.002556 1 0.003992
34.349998 1 0.002556 1 0.003992
34.400002 1 0.002556 1 0.003992
34.450001 1 0.002556 1 0.003992
34.500000 1 0.002556 1 0.003992
34.549999 1 0.002556 1 0.003992
34.599998 1 0.002556 1 0.003992
34.650002 1 0.002556 1 0.003992
34.700001 1 0.001938 1 0.006011
34.750000 1 0.001938 1 0.006011
34.799999 1 0.001938 1 0.006011
34.849998 1 0.001938 1 0.006011
34.900002 1 0.001938 1 0.006011
34.950001 1 0.001938 1 0.006011
35.000000 1 0.001938 1 0.006011
35.049999 1 0.001938 1 0.006011
35.099998 1 0.001938 1 0.006011
35.150002 1 0.001938 1 0.006011
35.200001 1 0.001938 1 0.006011
35.250000 1 0.003053 1 0.005197
35.299999 1 0.003053 1 0.005197
35.349998 1 0.003053 1 0.005197
35.400002 1 0.003053 1 0.005197
35.450001 1 0.003053 1 0.005197
35.500000 1 0.003053 1 0.005197
35.549999 1 0.003053 1 0.005197
35.599998 1 0.003053 1 0.005197
35.650002 1 0.003053 1 0.005197
35.700001 1 0.003053 1 0.005197
35.750000 1 0.003053 1 0.005197
35.799999 1 0.001752 1 0.004068
35.849998 1 0.001752 1 0.004068
35.900002 1 0.001752 1 0.004068
35.950001 1 0.001752 1 0.004068
36.000000 1 0.001752 1 0.004068
36.049999 1 0.001752 1 0.004068
36.099998 1 0.001752 1 0.004068
36.150002 1 0.001752 1 0.004068
36.200001 1 0.001752 1 0.004068
36.250000 1 0.001752 1 0.004068
36.299999 1 0.001752 1 0.004068
36.349998 1 0.004340 1 0.008548
36.400002 1 0.004340 1 0.008548
36.450001 1 0.004340 1 0.008548
36.500000 1 0.004340 1 0.008548
36.549999 1 0.004340 1 0.008548
36.599998 1 0.004340 1 0.008548
