 acc_segments acc_ssd gyro_segments gyro_ssd
36.650002 1 0.004340 1 0.008548
36.700001 1 0.004340 1 0.008548
36.750000 1 0.004340 1 0.008548
36.799999 1 0.004340 1 0.008548
36.849998 1 0.004340 1 0.008548
36.900002 1 0.005636 0 0.028131
36.950001 1 0.005636 0 0.028131
37.000000 1 0.005636 0 0.028131
37.049999 1 0.005636 0 0.028131
37.099998 1 0.005636 0 0.028131
37.150002 1 0.005636 0 0.028131
37.200001 1 0.005636 0 0.028131
37.250000 1 0.005636 0 0.028131
37.299999 1 0.005636 0 0.028131
37.349998 1 0.005636 0 0.028131
37.400002 1 0.005636 0 0.028131
37.450001 0 0.033962 0 0.593357
37.500000 0 0.033962 0 0.593357
37.549999 0 0.033962 0 0.593357
37.599998 0 0.033962 0 0.593357
37.650002 0 0.033962 0 0.593357
37.700001 0 0.033962 0 0.593357
37.750000 0 0.033962 0 0.593357
37.799999 0 0.033962 0 0.593357
37.849998 0 0.033962 0 0.593357
37.900002 0 0.033962 0 0.593357
37.950001 0 0.033962 0 0.593357
38.000000 0 0.017935 0 0.385362
38.049999 0 0.017935 0 0.385362
38.099998 0 0.017935 0 0.385362
38.150002 0 0.017935 0 0.385362
38.200001 0 0.017935 0 0.385362
38.250000 0 0.017935 0 0.385362
38.299999 0 0.017935 0 0.385362
38.349998 0 0.017935 0 0.385362
38.400002 0 0.017935 0 0.385362
38.450001 0 0.017935 0 0.385362
38.500000 0 0.017935 0 0.385362
38.549999 0 0.014204 0 0.335497
38.599998 0 0.014204 0 0.335497
38.650002 0 0.014204 0 0.335497
38.700001 0 0.014204 0 0.335497
38.750000 0 0.014204 0 0.335497
38.799999 0 0.014204 0 0.335497
38.849998 0 0.014204 0 0.335497
38.900002 0 0.014204 0 0.335497
38.950001 0 0.014204 0 0.335497
39.000000 0 0.014204 0 0.335497
39.049999 0 0.014204 0 0.335497
39.099998 1 0.004175 1 0.010554
39.150002 1 0.004175 1 0.010554
39.200001 1 0.004175 1 0.010554
39.250000 1 0.004175 1 0.010554
39.299999 1 0.004175 1 0.010554
39.349998 1 0.004175 1 0.010554
39.400002 1 0.004175 1 0.010554
39.450001 1 0.004175 1 0.010554
39.500000 1 0.004175 1 0.010554
39.549999 1 0.004175 1 0.010554
39.599998 1 0.004175 1 0.010554
39.650002 1 0.003226 1 0.004434
39.700001 1 0.003226 1 0.004434
39.750000 1 0.003226 1 0.004434
39.799999 1 0.003226 1 0.004434
39.849998 1 0.003226 1 0.004434
39.900002 1 0.003226 1 0.004434
39.950001 1 0.003226 1 0.004434
40.000000 1 0.003226 1 0.004434
40.049999 1 0.003226 1 0.004434
40.099998 1 0.003226 1 0.004434
40.150002 1 0.003226 1 0.004434
40.200001 1 0.001935 1 0.003951
40.250000 1 0.001935 1 0.003951
40.299999 1 0.001935 1 0.003951
40.349998 1 0.001935 1 0.003951
40.400002 1 0.001935 1 0.003951
40.450001 1 0.001935 1 0.003951
40.500000 1 0.001935 1 0.003951
40.549999 1 0.001935 1 0.003951
40.599998 1 0.001935 1 0.003951
40.650002 1 0.001935 1 0.003951
40.700001 1 0.001935 1 0.003951
40.750000 1 0.003136 1 0.003953
40.799999 1 0.003136 1 0.003953
40.849998 1 0.003136 1 0.003953
40.900002 1 0.003136 1 0.003953
40.950001 1 0.003136 1 0.003953
41.000000 1 0.003136 1 0.003953
41.049999 1 0.003136 1 0.003953
41.099998 1 0.003136 1 0.003953
41.150002 1 0.003136 1 0.003953
41.200001 1 0.003136 1 0.003953
41.250000 1 0.003136 1 0.003953
41.299999 1 0.002332 1 0.004873
41.349998 1 0.002332 1 0.004873
41.400002 1 0.002332 1 0.004873
41.450001 1 0.002332 1 0.004873
41.500000 1 0.002332 1 0.004873
41.549999 1 0.002332 1 0.004873
41.599998 1 0.002332 1 0.004873
41.650002 1 0.002332 1 0.004873
41.700001 1 0.002332 1 0.004873
41.750000 1 0.002332 1 0.004873
41.799999 1 0.002332 1 0.004873
41.849998 1 0.003155 1 0.006261
41.900002 1 0.003155 1 0.006261
41.950001 1 0.003155 1 0.006261
42.000000 1 0.003155 1 0.006261
42.049999 1 0.003155 1 0.006261
42.099998 1 0.003155 1 0.006261
42.150002 1 0.003155 1 0.006261
42.200001 1 0.003155 1 0.006261
42.250000 1 0.003155 1 0.006261
42.299999 1 0.003155 1 0.006261
42.349998 1 0.003155 1 0.006261
42.400002 1 0.004036 0 0.020220
42.450001 1 0.004036 0 0.020220
42.500000 1 0.004036 0 0.020220
42.549999 1 0.004036 0 0.020220
42.599998 1 0.004036 0 0.020220
42.650002 1 0.004036 0 0.020220
42.700001 1 0.004036 0 0.020220
42.750000 1 0.004036 0 0.020220
42.799999 1 0.004036 0 0.020220
42.849998 1 0.004036 0 0.020220
42.900002 1 0.004036 0 0.020220
42.950001 0 0.198421 0 0.789655
43.000000 0 0.198421 0 0.789655
43.049999 0 0.198421 0 0.789655
43.099998 0 0.198421 0 0.789655
43.150002 0 0.198421 0 0.789655
43.200001 0 0.198421 0 0.789655
43.250000 0 0.198421 0 0.789655
43.299999 0 0.198421 0 0.789655
43.349998 0 0.198421 0 0.789655
43.400002 0 0.198421 0 0.789655
43.450001 0 0.198421 0 0.789655
43.500000 0 0.428516 0 0.662691
43.549999 0 0.428516 0 0.662691
43.599998 0 0.428516 0 0.662691
43.650002 0 0.428516 0 0.662691
43.700001 0 0.428516 0 0.662691
43.750000 0 0.428516 0 0.662691
43.799999 0 0.428516 0 0.662691
43.849998 0 0.428516 0 0.662691
43.900002 0 0.428516 0 0.662691
43.950001 0 0.428516 0 0.662691
44.000000 0 0.428516 0 0.662691
44.049999 0 0.122644 0 0.249723
44.099998 0 0.122644 0 0.249723
44.150002 0 0.122644 0 0.249723
44.200001 0 0.122644 0 0.249723
44.250000 0 0.122644 0 0.249723
44.299999 0 0.122644 0 0.249723
44.349998 0 0.122644 0 0.249723
44.400002 0 0.122644 0 0.249723
44.450001 0 0.122644 0 0.249723
44.500000 0 0.122644 0 0.249723
44.549999 0 0.122644 0 0.249723
44.599998 0 0.016440 0 0.056234
44.650002 0 0.016440 0 0.056234
44.700001 0 0.016440 0 0.056234
44.750000 0 0.016440 0 0.056234
44.799999 0 0.016440 0 0.056234
44.849998 0 0.016440 0 0.056234
44.900002 0 0.016440 0 0.056234
44.950001 0 0.016440 0 0.056234
45.000000 0 0.016440 0 0.056234
45.049999 0 0.016440 0 0.056234
45.099998 0 0.016440 0 0.056234
45.150002 1 0.008311 0 0.020012
45.200001 1 0.008311 0 0.020012
45.250000 1 0.008311 0 0.020012
45.299999 1 0.008311 0 0.020012
45.349998 1 0.008311 0 0.020012
45.400002 1 0.008311 0 0.020012
45.450001 1 0.008311 0 0.020012
45.500000 1 0.008311 0 0.020012
45.549999 1 0.008311 0 0.020012
45.599998 1 0.008311 0 0.020012
45.650002 1 0.008311 0 0.020012
45.700001 0 0.009563 0 0.031729
45.750000 0 0.009563 0 0.031729
45.799999 0 0.009563 0 0.031729
45.849998 0 0.009563 0 0.031729
45.900002 0 0.009563 0 0.031729
45.950001 0 0.009563 0 0.031729
46.000000 0 0.009563 0 0.031729
46.049999 0 0.009563 0 0.031729
46.099998 0 0.009563 0 0.031729
46.150002 0 0.009563 0 0.031729
46.200001 0 0.009563 0 0.031729
46.250000 0 0.010613 0 0.050867
46.299999 0 0.010613 0 0.050867
46.349998 0 0.010613 0 0.050867
46.400002 0 0.010613 0 0.050867
46.450001 0 0.010613 0 0.050867
46.500000 0 0.010613 0 0.050867
46.549999 0 0.010613 0 0.050867
46.599998 0 0.010613 0 0.050867
46.650002 0 0.010613 0 0.050867
46.700001 0 0.010613 0 0.050867
46.750000 0 0.010613 0 0.050867
46.799999 1 0.005098 0 0.023076
46.849998 1 0.005098 0 0.023076
46.900002 1 0.005098 0 0.023076
46.950001 1 0.005098 0 0.023076
47.000000 1 0.005098 0 0.023076
47.049999 1 0.005098 0 0.023076
47.099998 1 0.005098 0 0.023076
47.150002 1 0.005098 0 0.023076
47.200001 1 0.005098 0 0.023076
47.250000 1 0.005098 0 0.023076
47.299999 1 0.005098 0 0.023076
47.349998 1 0.006915 0 0.028129
47.400002 1 0.006915 0 0.028129
47.450001 1 0.006915 0 0.028129
47.500000 1 0.006915 0 0.028129
47.549999 1 0.006915 0 0.028129
47.599998 1 0.006915 0 0.028129
47.650002 1 0.006915 0 0.028129
47.700001 1 0.006915 0 0.028129
47.750000 1 0.006915 0 0.028129
47.799999 1 0.006915 0 0.028129
47.849998 1 0.006915 0 0.028129
47.900002 0 0.062782 0 0.293364
47.950001 0 0.062782 0 0.293364
48.000000 0 0.062782 0 0.293364
48.049999 0 0.062782 0 0.293364
48.099998 0 0.062782 0 0.293364
48.150002 0 0.062782 0 0.293364
48.200001 0 0.062782 0 0.293364
48.250000 0 0.062782 0 0.293364
48.299999 0 0.062782 0 0.293364
48.349998 0 0.062782 0 0.293364
48.400002 0 0.062782 0 0.293364
48.450001 0 0.303933 0 0.434258
48.500000 0 0.303933 0 0.434258
48.549999 0 0.303933 0 0.434258
48.599998 0 0.303933 0 0.434258
48.650002 0 0.303933 0 0.434258
48.700001 0 0.303933 0 0.434258
48.750000 0 0.303933 0 0.434258
48.799999 0 0.303933 0 0.434258
48.849998 0 0.303933 0 0.434258
48.900002 0 0.303933 0 0.434258
48.950001 0 0.303933 0 0.434258
49.000000 0 0.263976 0 0.461363
49.049999 0 0.263976 0 0.461363
49.099998 0 0.263976 0 0.461363
49.150002 0 0.263976 0 0.461363
49.200001 0 0.263976 0 0.461363
49.250000 0 0.263976 0 0.461363
49.299999 0 0.263976 0 0.461363
49.349998 0 0.263976 0 0.461363
49.400002 0 0.263976 0 0.461363
49.450001 0 0.263976 0 0.461363
49.500000 0 0.263976 0 0.461363
49.549999 0 0.035969 0 0.266239
49.599998 0 0.035969 0 0.266239
49.650002 0 0.035969 0 0.266239
49.700001 0 0.035969 0 0.266239
49.750000 0 0.035969 0 0.266239
49.799999 0 0.035969 0 0.266239
49.849998 0 0.035969 0 0.266239
49.900002 0 0.035969 0 0.266239
49.950001 0 0.035969 0 0.266239
50.000000 0 0.035969 0 0.266239
50.049999 0 0.035969 0 0.266239
50.099998 1 0.001776 1 0.005885
50.150002 1 0.001776 1 0.005885
50.200001 1 0.001776 1 0.005885
50.250000 1 0.001776 1 0.005885
50.299999 1 0.001776 1 0.005885
50.349998 1 0.001776 1 0.005885
50.400002 1 0.001776 1 0.005885
50.450001 1 0.001776 1 0.005885
50.500000 1 0.001776 1 0.005885
50.549999 1 0.001776 1 0.005885
50.599998 1 0.001776 1 0.005885
50.650002 1 0.001986 1 0.005747
50.700001 1 0.001986 1 0.005747
50.750000 1 0.001986 1 0.005747
50.799999 1 0.001986 1 0.005747
50.849998 1 0.001986 1 0.005747
50.900002 1 0.001986 1 0.005747
50.950001 1 0.001986 1 0.005747
51.000000 1 0.001986 1 0.005747
51.049999 1 0.001986 1 0.005747
51.099998 1 0.001986 1 0.005747
51.150002 1 0.001986 1 0.005747
51.200001 1 0.003209 1 0.003912
51.250000 1 0.003209 1 0.003912
51.299999 1 0.003209 1 0.003912
51.349998 1 0.003209 1 0.003912
51.400002 1 0.003209 1 0.003912
51.450001 1 0.003209 1 0.003912
51.500000 1 0.003209 1 0.003912
51.549999 1 0.003209 1 0.003912
51.599998 1 0.003209 1 0.003912
51.650002 1 0.003209 1 0.003912
51.700001 1 0.003209 1 0.003912
51.750000 1 0.003654 1 0.005191
51.799999 1 0.003654 1 0.005191
51.849998 1 0.003654 1 0.005191
51.900002 1 0.003654 1 0.005191
51.950001 1 0.003654 1 0.005191
52.000000 1 0.003654 1 0.005191
52.049999 1 0.003654 1 0.005191
52.099998 1 0.003654 1 0.005191
52.150002 1 0.003654 1 0.005191
52.200001 1 0.003654 1 0.005191
52.250000 1 0.003654 1 0.005191
52.299999 1 0.001612 1 0.004560
52.349998 1 0.001612 1 0.004560
52.400002 1 0.001612 1 0.004560
52.450001 1 0.001612 1 0.004560
52.500000 1 0.001612 1 0.004560
52.549999 1 0.001612 1 0.004560
52.599998 1 0.001612 1 0.004560
52.650002 1 0.001612 1 0.004560
52.700001 1 0.001612 1 0.004560
52.750000 1 0.001612 1 0.004560
52.799999 1 0.001612 1 0.004560
52.849998 0 0.022695 0 0.185292
52.900002 0 0.022695 0 0.185292
52.950001 0 0.022695 0 0.185292
53.000000 0 0.022695 0 0.185292
53.049999 0 0.022695 0 0.185292
53.099998 0 0.022695 0 0.185292
53.150002 0 0.022695 0 0.185292
53.200001 0 0.022695 0 0.185292
53.250000 0 0.022695 0 0.185292
53.299999 0 0.022695 0 0.185292
53.349998 0 0.022695 0 0.185292
53.400002 0 0.418661 0 0.632152
53.450001 0 0.418661 0 0.632152
53.500000 0 0.418661 0 0.632152
53.549999 0 0.418661 0 0.632152
53.599998 0 0.418661 0 0.632152
53.650002 0 0.418661 0 0.632152
53.700001 0 0.418661 0 0.632152
53.750000 0 0.418661 0 0.632152
53.799999 0 0.418661 0 0.632152
53.849998 0 0.418661 0 0.632152
53.900002 0 0.418661 0 0.632152
53.950001 0 0.308694 0 0.813601
54.000000 0 0.308694 0 0.813601
54.049999 0 0.308694 0 0.813601
54.099998 0 0.308694 0 0.813601
54.150002 0 0.308694 0 0.813601
54.200001 0 0.308694 0 0.813601
54.250000 0 0.308694 0 0.813601
54.299999 0 0.308694 0 0.813601
54.349998 0 0.308694 0 0.813601
54.400002 0 0.308694 0 0.813601
54.450001 0 0.308694 0 0.813601
54.500000 0 0.008900 0 0.058408
54.549999 0 0.008900 0 0.058408
54.599998 0 0.008900 0 0.058408
54.650002 0 0.008900 0 0.058408
54.700001 0 0.008900 0 0.058408
54.750000 0 0.008900 0 0.058408
54.799999 0 0.008900 0 0.058408
54.849998 0 0.008900 0 0.058408
54.900002 0 0.008900 0 0.058408
54.950001 0 0.008900 0 0.058408
55.000000 0 0.008900 0 0.058408
55.049999 1 0.002580 1 0.013345
55.099998 1 0.002580 1 0.013345
55.150002 1 0.002580 1 0.013345
55.200001 1 0.002580 1 0.013345
55.250000 1 0.002580 1 0.013345
55.299999 1 0.002580 1 0.013345
55.349998 1 0.002580 1 0.013345
55.400002 1 0.002580 1 0.013345
55.450001 1 0.002580 1 0.013345
55.500000 1 0.002580 1 0.013345
55.549999 1 0.002580 1 0.013345
55.599998 1 0.005438 0 0.023201
55.650002 1 0.005438 0 0.023201
55.700001 1 0.005438 0 0.023201
55.750000 1 0.005438 0 0.023201
55.799999 1 0.005438 0 0.023201
55.849998 1 0.005438 0 0.023201
55.900002 1 0.005438 0 0.023201
55.950001 1 0.005438 0 0.023201
56.000000 1 0.005438 0 0.023201
56.049999 1 0.005438 0 0.023201
56.099998 1 0.005438 0 0.023201
56.150002 1 0.003218 1 0.011994
56.200001 1 0.003218 1 0.011994
56.250000 1 0.003218 1 0.011994
56.299999 1 0.003218 1 0.011994
56.349998 1 0.003218 1 0.011994
56.400002 1 0.003218 1 0.011994
56.450001 1 0.003218 1 0.011994
56.500000 1 0.003218 1 0.011994
56.549999 1 0.003218 1 0.011994
56.599998 1 0.003218 1 0.011994
56.650002 1 0.003218 1 0.011994
56.700001 1 0.004547 1 0.008178
56.750000 1 0.004547 1 0.008178
56.799999 1 0.004547 1 0.008178
56.849998 1 0.004547 1 0.008178
56.900002 1 0.004547 1 0.008178
56.950001 1 0.004547 1 0.008178
57.000000 1 0.004547 1 0.008178
57.049999 1 0.004547 1 0.008178
57.099998 1 0.004547 1 0.008178
57.150002 1 0.004547 1 0.008178
57.200001 1 0.004547 1 0.008178
57.250000 0 0.008647 0 0.024032
57.299999 0 0.008647 0 0.024032
57.349998 0 0.008647 0 0.024032
57.400002 0 0.008647 0 0.024032
57.450001 0 0.008647 0 0.024032
57.500000 0 0.008647 0 0.024032
57.549999 0 0.008647 0 0.024032
57.599998 0 0.008647 0 0.024032
57.650002 0 0.008647 0 0.024032
57.700001 0 0.008647 0 0.024032
57.750000 0 0.008647 0 0.024032
57.799999 0 0.008760 0 0.123556
57.849998 0 0.008760 0 0.123556
57.900002 0 0.008760 0 0.123556
57.950001 0 0.008760 0 0.123556
58.000000 0 0.008760 0 0.123556
58.049999 0 0.008760 0 0.123556
58.099998 0 0.008760 0 0.123556
58.150002 0 0.008760 0 0.123556
58.200001 0 0.008760 0 0.123556
58.250000 0 0.008760 0 0.123556
58.299999 0 0.008760 0 0.123556
58.349998 0 0.245573 0 0.489020
58.400002 0 0.245573 0 0.489020
58.450001 0 0.245573 0 0.489020
58.500000 0 0.245573 0 0.489020
58.549999 0 0.245573 0 0.489020
58.599998 0 0.245573 0 0.489020
58.650002 0 0.245573 0 0.489020
58.700001 0 0.245573 0 0.489020
58.750000 0 0.245573 0 0.489020
58.799999 0 0.245573 0 0.489020
58.849998 0 0.245573 0 0.489020
58.900002 0 0.362461 0 0.496262
58.950001 0 0.362461 0 0.496262
59.000000 0 0.362461 0 0.496262
59.049999 0 0.362461 0 0.496262
59.099998 0 0.362461 0 0.496262
59.150002 0 0.362461 0 0.496262
59.200001 0 0.362461 0 0.496262
59.250000 0 0.362461 0 0.496262
59.299999 0 0.362461 0 0.496262
59.349998 0 0.362461 0 0.496262
59.400002 0 0.362461 0 0.496262
59.450001 0 0.052191 0 0.641413
59.500000 0 0.052191 0 0.641413
59.549999 0 0.052191 0 0.641413
59.599998 0 0.052191 0 0.641413
59.650002 0 0.052191 0 0.641413
59.700001 0 0.052191 0 0.641413
59.750000 0 0.052191 0 0.641413
59.799999 0 0.052191 0 0.641413
59.849998 0 0.052191 0 0.641413
59.900002 0 0.052191 0 0.641413
59.950001 0 0.052191 0 0.641413
60.000000 1 0.002696 1 0.003539
60.049999 1 0.002696 1 0.003539
60.099998 1 0.002696 1 0.003539
60.150002 1 0.002696 1 0.003539
60.200001 1 0.002696 1 0.003539
60.250000 1 0.002696 1 0.003539
60.299999 1 0.002696 1 0.003539
60.349998 1 0.002696 1 0.003539
60.400002 1 0.002696 1 0.003539
60.450001 1 0.002696 1 0.003539
60.500000 1 0.002696 1 0.003539
60.549999 1 0.001959 1 0.004113
60.599998 1 0.001959 1 0.004113
60.650002 1 0.001959 1 0.004113
60.700001 1 0.001959 1 0.004113
60.750000 1 0.001959 1 0.004113
60.799999 1 0.001959 1 0.004113
60.849998 1 0.001959 1 0.004113
60.900002 1 0.001959 1 0.004113
60.950001 1 0.001959 1 0.004113
61.000000 1 0.001959 1 0.004113
61.049999 1 0.001959 1 0.004113
61.099998 1 0.002456 1 0.006403
61.150002 1 0.002456 1 0.006403
61.200001 1 0.002456 1 0.006403
61.250000 1 0.002456 1 0.006403
61.299999 1 0.002456 1 0.006403
61.349998 1 0.002456 1 0.006403
61.400002 1 0.002456 1 0.006403
61.450001 1 0.002456 1 0.006403
61.500000 1 0.002456 1 0.006403
61.549999 1 0.002456 1 0.006403
61.599998 1 0.002456 1 0.006403
61.650002 1 0.002695 1 0.005958
61.700001 1 0.002695 1 0.005958
61.750000 1 0.002695 1 0.005958
61.799999 1 0.002695 1 0.005958
61.849998 1 0.002695 1 0.005958
61.900002 1 0.002695 1 0.005958
61.950001 1 0.002695 1 0.005958
62.000000 1 0.002695 1 0.005958
62.049999 1 0.002695 1 0.005958
62.099998 1 0.002695 1 0.005958
62.150002 1 0.002695 1 0.005958
