0.05	0.01870728	-0.001266479	-0.9897614	-0.003119618	-0.000701208	-0.000956453
0.1	0.017400107	-0.001302083	-0.9904531	-0.004796207	-0.002273084	0.000948055
0.15	0.01715088	-0.000134277	-0.99020996	-0.009015006	-0.00355168	0.000604353
0.2	0.016552734	-0.000140381	-0.99003294	-0.009006997	-0.00593364	0.000351266
0.25	0.01618347	0.001229859	-0.98966368	-0.009445651	-0.005712952	-0.001500309
0.3	0.015579222	0.001226807	-0.98929138	-0.009652423	-0.005963676	-0.002892174
0.35	0.01557617	0.001428223	-0.98890076	-0.006462906	-0.005964782	-0.003568763
0.4	0.014959714	0.001437378	-0.9877533	-0.003054227	-0.005957313	-0.003318515
0.45	0.014785764	0.002603149	-0.98776552	-0.002402133	0.000257269	-0.000482065
0.5	0.014385984	0.002200317	-0.98816224	-0.000216224	0.0002531	-0.000472789
0.55	0.015133666	0.001638794	-0.98776856	-0.001505259	-0.002115663	0.001809565
0.6	0.015301512	0.000274658	-0.989151	-0.00127014	-0.002836955	0.001801549
0.65	0.014727782	0.000250244	-0.98995056	-0.003503971	-0.003081049	0.002707849
0.7	0.014935302	0.000253296	-0.98975524	-0.004402639	-0.007883165	-0.000584696
0.75	0.01572876	0.0002594	-0.9891754	0.002413953	0.002358523	-0.000455879
0.8	0.015893554	-0.000509643	-0.98878782	0.008319305	0.013287713	-0.002872784
0.85	0.016741944	-0.000738525	-0.98876952	0.009283826	0.024468062	-0.003001013
0.9	0.01883545	-0.002246094	-0.98837586	0.012998532	0.028020917	-0.00526382
0.95	0.020596314	-0.003405762	-0.98798524	0.012825687	0.02896013	-0.007800141
1	0.020394898	-0.004595947	-0.98835146	-0.001211309	0.01519499	-0.002448552
1.05	0.024069214	-0.008868407	-0.98833926	-0.006227954	0.004066122	0.003210162
1.1	0.020922851	-0.030001832	-0.98696292	-0.008922236	-0.00335174	0.022570227
1.15	0.018798827	-0.060556031	-0.98676454	-0.007635452	-0.006021303	0.066290792
1.2	0.019320677	-0.086956787	-0.98715822	-0.007236628	-0.005725867	0.097304106
1.25	0.009716795	-0.111471548	-0.98776246	0.003490376	0.004006777	0.11620013
1.3	-0.000772095	-0.124462882	-0.98816224	0.001716752	0.004204739	0.082879098
1.35	0.005499268	-0.10690917	-0.98955688	0.004297069	0.012177375	0.01425078
1.4	0.003598023	-0.084973134	-0.99014892	-0.008926625	0.015824532	-0.05635566
1.45	0.005233765	-0.058337394	-0.99014586	-0.026007928	0.024218232	-0.101488288
1.5	0.027600097	-0.025186158	-0.9891754	-0.038257462	0.024456442	-0.153840388
1.55	0.027841185	0.005749512	-0.98878782	-0.047602966	0.02481631	-0.1143163
1.6	0.041531371	-0.01140136	-0.98876952	-0.040767164	-0.000928738	-0.06823198
1.65	0.042895508	-0.004742426	-0.98837586	-0.021851798	-0.008984566	0.03662254
1.7	0.014422612	-0.00895385	-0.98798524	-0.022429656	-0.010589044	0.094919468
1.75	0.009860234	-0.000979608	-0.98835146	-0.019830192	-0.016746782	0.071048168
1.8	0.018670658	-0.014538569	-0.98833926	-0.004827628	-0.020801147	0.066924812
